1971,USA,CAN,BHS,CUB,HTI,DOM,JAM,TTO,BRB,DMA,GRD,LCA,VCT,ATG,KNA,MEX,BLZ,GTM,HND,SLV,NIC,CRI,PAN,COL,VEN,GUY,SUR,ECU,PER,BRA,BOL,PRY,CHL,ARG,URY,GBR,IRL,NLD,BEL,LUX,FRA,MCO,LIE,CHE,ESP,AND,PRT,DEU,POL,AUT,HUN,CZE,SVK,ITA,SMR,MLT,ALB,MNE,MKD,HRV,SRB,BIH,SVN,GRC,CYP,BGR,MDA,ROU,RUS,EST,LVA,LTU,UKR,BLR,ARM,GEO,AZE,FIN,SWE,NOR,DNK,ISL,CPV,STP,GNB,GNQ,GMB,MLI,SEN,BEN,MRT,NER,CIV,GIN,BFA,LBR,SLE,GHA,TGO,CMR,NGA,GAB,CAF,TCD,COG,COD,UGA,KEN,TZA,BDI,RWA,SOM,DJI,ETH,ERI,AGO,MOZ,ZMB,ZWE,MWI,ZAF,NAM,LSO,BWA,SWZ,MDG,COM,MUS,SYC,MAR,DZA,TUN,LBY,SDN,SSD,IRN,TUR,IRQ,EGY,SYR,LBN,JOR,ISR,SAU,YEM,KWT,BHR,QAT,ARE,OMN,AFG,TKM,TJK,KGZ,UZB,KAZ,CHN,MNG,TWN,PRK,KOR,JPN,IND,BTN,PAK,BGD,MMR,LKA,MDV,NPL,THA,KHM,LAO,VNM,MYS,SGP,BRN,PHL,IDN,TLS,AUS,PNG,NZL,VUT,SLB,KIR,TUV,FJI,TON,NRU,MHL,PLW,FSM,WSM
URY,0.473333333,0.634146341,0.730434783,0.463133641,0.797653959,0.843342037,0.712328767,0.69382716,0.783163265,-2,0.733333333,-2,-2,-2,-2,0.725623583,-2,0.823671498,0.813106796,0.794117647,0.813895782,0.846681922,0.798004988,0.830143541,0.79006772,0.656470588,-2,0.730582524,0.674943567,0.73258427,0.832417582,0.840314136,0.704545455,0.711711712,-2,0.485393258,0.690423163,0.61589404,0.594235033,0.606818182,0.454954955,-2,-2,-2,0.686363636,-2,0.502293578,0.633928571,0.43902439,0.708609272,0.431111111,-2,-2,0.618101545,-2,0.699481865,0.485815603,-2,-2,-2,0.644444444,-2,-2,0.650900901,0.681715576,0.431415929,-2,0.559819413,0.433628319,-2,-2,-2,0.433035714,0.434482759,-2,-2,-2,0.639380531,0.682119205,0.653421634,0.642384106,0.723653396,0.375,0.4,0.598039216,0.623036649,0.683035714,0.629885057,0.669703872,0.675544794,0.643356643,0.704057279,0.743243243,0.577017115,0.685503686,0.721822542,0.651399491,0.71070615,0.687214612,0.665158371,0.673563218,0.66011236,0.677595628,0.650510204,0.617647059,0.736714976,0.642369021,0.701793722,0.631221719,0.628440367,0.67281106,0.650366748,-2,0.696145125,-2,-2,0.606557377,0.642533937,-2,0.707865169,0.423236515,-2,0.744,0.654390935,0.75,0.677927928,0.625,0.675572519,-2,0.673809524,0.604910714,0.670428894,0.661290323,0.661290323,-2,0.706666667,0.65625,0.594458438,0.656542056,0.638095238,0.672371638,0.677804296,0.638095238,0.628342246,0.621693122,0.642032333,0.639534884,0.653658537,0.639037433,0.668435013,0.632882883,-2,-2,-2,-2,-2,0.536912752,0.4375,1,-2,-2,0.689578714,0.604494382,0.682997118,0.653579677,0.6015625,0.6367713,0.659472422,0.720588235,0.718535469,0.696629213,0.774853801,0.720101781,-2,0.68161435,0.684807256,-2,0.754022989,0.678492239,-2,0.72,0.769230769,0.740576497,-2,-2,-2,-2,0.742021277,-2,-2,-2,-2,-2,-2
GBR,0.75862069,0.689507495,0.459677419,0.341517857,0.462643678,0.434782609,0.385300668,0.417475728,0.43,-2,0.450381679,-2,-2,-2,-2,0.413186813,-2,0.45990566,0.475845411,0.457627119,0.485221675,0.46,0.425427873,0.447552448,0.427312775,0.405529954,-2,0.405727924,0.393873085,0.448351648,0.468319559,0.470284238,0.429530201,0.406113537,0.485393258,-2,0.64362851,0.725910064,0.772043011,0.761589404,0.788209607,-2,-2,-2,0.511013216,-2,0.597345133,0.860759494,0.35483871,0.60385439,0.349137931,-2,-2,0.74732334,-2,0.406091371,0.240549828,-2,-2,-2,0.392241379,-2,-2,0.564551422,0.384615385,0.356223176,-2,0.370860927,0.35193133,-2,-2,-2,0.354978355,0.351893096,-2,-2,-2,0.548387097,0.563169165,0.610278373,0.665952891,0.536866359,0,0,0.387387387,0.390625,0.337606838,0.368888889,0.364444444,0.361045131,0.393181818,0.384615385,0.438864629,0.36492891,0.384057971,0.418224299,0.378109453,0.390243902,0.407657658,0.390243902,0.381165919,0.376404494,0.434666667,0.366336634,0.387559809,0.396713615,0.373068433,0.406926407,0.368653422,0.403153153,0.421875,0.39088729,-2,0.404395604,-2,-2,0.390625,0.376106195,-2,0.538461538,0.683333333,-2,0.410526316,0.326923077,0.419452888,0.38377193,0.371428571,0.375,-2,0.407925408,0.354978355,0.391684902,0.369127517,0.378378378,-2,0.433839479,0.493449782,0.348148148,0.382687927,0.364485981,0.371702638,0.405092593,0.561200924,0.360526316,0.4,0.375838926,0.34841629,0.3847981,0.391644909,0.37628866,0.40087146,-2,-2,-2,-2,-2,0.25974026,0.351409978,0.375,-2,-2,0.556989247,0.385620915,0.402816901,0.411764706,0.323741007,0.407407407,0.401408451,0.447761194,0.446666667,0.430131004,0.424068768,0.444168734,-2,0.405639913,0.398678414,-2,0.42,0.372043011,-2,0.575431034,0.384615385,0.535637149,-2,-2,-2,-2,0.4375,-2,-2,-2,-2,-2,-2
IRL,0.561965812,0.808102345,0.650793651,0.442477876,0.667621777,0.654822335,0.646799117,0.615942029,0.640198511,-2,0.636363636,-2,-2,-2,-2,0.662309368,-2,0.662763466,0.677884615,0.674698795,0.653658537,0.656387665,0.669099757,0.683602771,0.676855895,0.579908676,-2,0.619385343,0.603036876,0.651416122,0.656593407,0.68556701,0.623059867,0.640692641,0.690423163,0.64362851,-2,0.808917197,0.785562633,0.794310722,0.602591793,-2,-2,-2,0.692139738,-2,0.538631347,0.810126582,0.424307036,0.834394904,0.418803419,-2,-2,0.83014862,-2,0.634760705,0.423208191,-2,-2,-2,0.583333333,-2,-2,0.694143167,0.617067834,0.425531915,-2,0.503282276,0.423404255,-2,-2,-2,0.424892704,0.426048565,-2,-2,-2,0.771855011,0.796178344,0.845010616,0.876857749,0.75,0,0.2,0.571428571,0.563307494,0.617647059,0.542035398,0.584070796,0.588235294,0.579775281,0.618055556,0.66017316,0.53286385,0.625899281,0.636574074,0.613300493,0.643956044,0.616071429,0.5969163,0.602222222,0.61281337,0.628947368,0.597051597,0.539379475,0.62529274,0.578021978,0.63362069,0.569230769,0.583892617,0.654788419,0.59047619,-2,0.61487965,-2,-2,0.523076923,0.581140351,-2,0.60704607,0.523012552,-2,0.638743455,0.590659341,0.685628743,0.604347826,0.611111111,0.58974359,-2,0.60324826,0.52360515,0.618221258,0.580931264,0.584821429,-2,0.643010753,0.666666667,0.535452323,0.597285068,0.570438799,0.580952381,0.618390805,0.656682028,0.5546875,0.560723514,0.589800443,0.567264574,0.588235294,0.575520833,0.580976864,0.557483731,-2,-2,-2,-2,-2,0.444805195,0.425806452,0.666666667,-2,-2,0.784648188,0.542116631,0.58988764,0.591928251,0.507142857,0.591792657,0.588372093,0.647058824,0.665198238,0.675324675,0.702549575,0.684729064,-2,0.613390929,0.644736842,-2,0.653421634,0.599147122,-2,0.756410256,0.566037736,0.74732334,-2,-2,-2,-2,0.668393782,-2,-2,-2,-2,-2,-2
NLD,0.650423729,0.799154334,0.563492063,0.364035088,0.59490085,0.59798995,0.538293217,0.526315789,0.562653563,-2,0.553030303,-2,-2,-2,-2,0.537796976,-2,0.607888631,0.602380952,0.606205251,0.61352657,0.591703057,0.578313253,0.584862385,0.556277056,0.479638009,-2,0.543325527,0.492473118,0.537796976,0.597826087,0.62244898,0.534065934,0.519313305,0.61589404,0.725910064,0.808917197,-2,0.88372093,0.89154013,0.643776824,-2,-2,-2,0.634199134,-2,0.533916849,0.870292887,0.391120507,0.770526316,0.38559322,-2,-2,0.837894737,-2,0.5425,0.334459459,-2,-2,-2,0.485169492,-2,-2,0.615053763,0.520607375,0.392405063,-2,0.42516269,0.390295359,-2,-2,-2,0.391489362,0.391684902,-2,-2,-2,0.704016913,0.722105263,0.783157895,0.821052632,0.679545455,0,0.1,0.482142857,0.485933504,0.495798319,0.456140351,0.49122807,0.484848485,0.491071429,0.52293578,0.560085837,0.447552448,0.526190476,0.550458716,0.502439024,0.520697168,0.504424779,0.480349345,0.497797357,0.50137741,0.544502618,0.482926829,0.463356974,0.524361949,0.468409586,0.523504274,0.461873638,0.485587583,0.540838852,0.498817967,-2,0.514099783,-2,-2,0.4,0.473913043,-2,0.579514825,0.590909091,-2,0.549222798,0.486413043,0.595238095,0.515086207,0.416666667,0.476363636,-2,0.517241379,0.444680851,0.51827957,0.481318681,0.477876106,-2,0.547974414,0.594420601,0.447941889,0.495515695,0.481651376,0.490566038,0.528473804,0.634703196,0.481958763,0.492307692,0.487912088,0.484444444,0.514018692,0.494845361,0.491094148,0.48172043,-2,-2,-2,-2,-2,0.352564103,0.390191898,0.777777778,-2,-2,0.739957717,0.460385439,0.483333333,0.488888889,0.414285714,0.475374732,0.483870968,0.529411765,0.552401747,0.575107296,0.593837535,0.564792176,-2,0.51391863,0.543478261,-2,0.562363239,0.503171247,-2,0.709745763,0.509433962,0.728237792,-2,-2,-2,-2,0.576923077,-2,-2,-2,-2,-2,-2
BEL,0.685106383,0.789808917,0.531746032,0.363436123,0.564102564,0.560606061,0.479120879,0.483173077,0.528395062,-2,0.492424242,-2,-2,-2,-2,0.494577007,-2,0.58041958,0.583732057,0.582733813,0.57038835,0.557017544,0.527845036,0.567816092,0.52173913,0.454545455,-2,0.503529412,0.442764579,0.531453362,0.595628415,0.6,0.490066225,0.502155172,0.594235033,0.772043011,0.785562633,0.88372093,-2,0.94335512,0.706896552,-2,-2,-2,0.604347826,-2,0.536263736,0.94092827,0.377919321,0.756871036,0.372340426,-2,-2,0.911205074,-2,0.479899497,0.292517007,-2,-2,-2,0.440425532,-2,-2,0.622030238,0.466230937,0.379237288,-2,0.40087146,0.377118644,-2,-2,-2,0.378205128,0.378021978,-2,-2,-2,0.668789809,0.678646934,0.733615222,0.792811839,0.630136986,0,0,0.464285714,0.439588689,0.470588235,0.411894273,0.438325991,0.447306792,0.458612975,0.497695853,0.525862069,0.405152225,0.496420048,0.5,0.460784314,0.481400438,0.482222222,0.440789474,0.449115044,0.484764543,0.522309711,0.455882353,0.434679335,0.473193473,0.424507659,0.47639485,0.426695842,0.456570156,0.501108647,0.446555819,-2,0.474945534,-2,-2,0.4,0.427947598,-2,0.588075881,0.639004149,-2,0.5,0.43442623,0.555223881,0.489177489,0.416666667,0.432727273,-2,0.473441109,0.405982906,0.479481641,0.432671082,0.442222222,-2,0.511777302,0.575431034,0.411192214,0.461711712,0.434482759,0.44549763,0.489702517,0.600917431,0.424870466,0.448453608,0.437086093,0.433035714,0.471830986,0.453367876,0.432225064,0.451403888,-2,-2,-2,-2,-2,0.316129032,0.376873662,0.777777778,-2,-2,0.728237792,0.421505376,0.463687151,0.453125,0.364285714,0.447311828,0.435185185,0.5,0.519736842,0.521551724,0.571830986,0.546568627,-2,0.458064516,0.495633188,-2,0.507692308,0.447983015,-2,0.678723404,0.452830189,0.663113006,-2,-2,-2,-2,0.536082474,-2,-2,-2,-2,-2,-2
LUX,0.687772926,0.790849673,0.555555556,0.380090498,0.591836735,0.573979592,0.50896861,0.495073892,0.556390977,-2,0.492424242,-2,-2,-2,-2,0.514476615,-2,0.605263158,0.593137255,0.604368932,0.58560794,0.567928731,0.553349876,0.586288416,0.544642857,0.462790698,-2,0.520581114,0.454545455,0.53674833,0.592286501,0.609254499,0.502262443,0.517699115,0.606818182,0.761589404,0.794310722,0.89154013,0.94335512,-2,0.688053097,-2,-2,-2,0.620535714,-2,0.547297297,0.92139738,0.396514161,0.763557484,0.3930131,-2,-2,0.898047722,-2,0.501253133,0.309027778,-2,-2,-2,0.458515284,-2,-2,0.626106195,0.486607143,0.395652174,-2,0.420581655,0.395652174,-2,-2,-2,0.399122807,0.394618834,-2,-2,-2,0.686956522,0.69197397,0.746203905,0.806941432,0.647196262,0,0,0.455357143,0.460732984,0.482608696,0.42760181,0.452702703,0.472422062,0.469107551,0.507075472,0.548672566,0.417661098,0.506142506,0.537558685,0.474874372,0.507865169,0.488636364,0.452914798,0.463800905,0.512747875,0.534946237,0.471177945,0.450363196,0.5,0.438478747,0.497797357,0.437219731,0.465909091,0.518099548,0.458737864,-2,0.483221477,-2,-2,0.446153846,0.445190157,-2,0.599447514,0.645299145,-2,0.531746032,0.446629213,0.580547112,0.521064302,0.444444444,0.459854015,-2,0.488207547,0.420131291,0.492239468,0.448979592,0.4543379,-2,0.516483516,0.586283186,0.42,0.479166667,0.448113208,0.473429952,0.512880562,0.606557377,0.448,0.459530026,0.454954955,0.462242563,0.490384615,0.472148541,0.447643979,0.467849224,-2,-2,-2,-2,-2,0.339933993,0.396929825,1,-2,-2,0.745098039,0.443708609,0.477272727,0.47260274,0.371428571,0.463576159,0.450934579,0.537313433,0.542600897,0.552631579,0.596541787,0.55361596,-2,0.475770925,0.517857143,-2,0.536036036,0.470588235,-2,0.711790393,0.433962264,0.702407002,-2,-2,-2,-2,0.555263158,-2,-2,-2,-2,-2,-2
FRA,0.639308855,0.614224138,0.398373984,0.371364653,0.404624277,0.392307692,0.366071429,0.408312958,0.389447236,-2,0.34351145,-2,-2,-2,-2,0.384615385,-2,0.428909953,0.432038835,0.409756098,0.437346437,0.396436526,0.374384236,0.405152225,0.381898455,0.407834101,-2,0.381861575,0.381578947,0.428571429,0.415041783,0.446475196,0.413870246,0.407002188,0.454954955,0.788209607,0.602591793,0.643776824,0.706896552,0.688053097,-2,-2,-2,-2,0.503311258,-2,0.526785714,0.714893617,0.359913793,0.577253219,0.352051836,-2,-2,0.716738197,-2,0.361323155,0.321799308,-2,-2,-2,0.384449244,-2,-2,0.519736842,0.371681416,0.356989247,-2,0.367256637,0.359139785,-2,-2,-2,0.360086768,0.357142857,-2,-2,-2,0.528017241,0.551502146,0.58583691,0.600858369,0.482678984,0,0.1,0.306306306,0.394805195,0.324894515,0.36689038,0.360178971,0.352380952,0.384965831,0.37236534,0.393873085,0.382978723,0.377128954,0.380841121,0.376558603,0.353333333,0.399548533,0.383073497,0.387892377,0.40960452,0.413793103,0.370646766,0.381642512,0.359338061,0.375555556,0.383442266,0.388888889,0.408577878,0.387387387,0.385542169,-2,0.404867257,-2,-2,0.375,0.388026608,-2,0.505434783,0.55982906,-2,0.365079365,0.331476323,0.409090909,0.369230769,0.342857143,0.382899628,-2,0.392018779,0.377440347,0.381578947,0.365470852,0.383747178,-2,0.397826087,0.452954048,0.372839506,0.366132723,0.362997658,0.374701671,0.379069767,0.491841492,0.364116095,0.396373057,0.367713004,0.346938776,0.372037915,0.378947368,0.363636364,0.376367615,-2,-2,-2,-2,-2,0.338815789,0.363043478,0.444444444,-2,-2,0.534482759,0.397379913,0.416430595,0.378684807,0.330935252,0.423580786,0.38028169,0.455882353,0.428888889,0.398249453,0.381088825,0.416458853,-2,0.373362445,0.379157428,-2,0.392857143,0.351293103,-2,0.537796976,0.326923077,0.5,-2,-2,-2,-2,0.366492147,-2,-2,-2,-2,-2,-2
MCO,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
LIE,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
CHE,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
ESP,0.498915401,0.610869565,0.620967742,0.501128668,0.674486804,0.684754522,0.650900901,0.665024631,0.621212121,-2,0.661538462,-2,-2,-2,-2,0.676274945,-2,0.696897375,0.685503686,0.660098522,0.630922693,0.680898876,0.694789082,0.690307329,0.681514477,0.634032634,-2,0.653012048,0.661504425,0.726666667,0.679775281,0.714659686,0.674943567,0.68061674,0.686363636,0.511013216,0.692139738,0.634199134,0.604347826,0.620535714,0.503311258,-2,-2,-2,-2,-2,0.594594595,0.540425532,0.498915401,0.677489177,0.490196078,-2,-2,0.645021645,-2,0.668367347,0.551724138,-2,-2,-2,0.65577342,-2,-2,0.743362832,0.699331849,0.492407809,-2,0.572383073,0.494577007,-2,-2,-2,0.49452954,0.492134831,-2,-2,-2,0.67173913,0.647186147,0.670995671,0.66017316,0.637002342,0.714285714,0.777777778,0.645454545,0.652631579,0.698275862,0.623024831,0.645598194,0.610576923,0.649885584,0.662735849,0.697571744,0.614832536,0.668304668,0.66745283,0.629722922,0.668161435,0.674259681,0.660674157,0.664399093,0.585714286,0.612299465,0.643391521,0.63902439,0.672248804,0.651006711,0.652747253,0.648769575,0.650684932,0.675,0.648910412,-2,0.660714286,-2,-2,0.73015873,0.646532438,-2,0.585635359,0.541125541,-2,0.699468085,0.616666667,0.688073394,0.676274945,0.685714286,0.674242424,-2,0.687203791,0.61487965,0.708609272,0.658371041,0.656818182,-2,0.714912281,0.715859031,0.633416459,0.681293303,0.626477541,0.709443099,0.711943794,0.578823529,0.653439153,0.627968338,0.653153153,0.666666667,0.669064748,0.671957672,0.67539267,0.64380531,-2,-2,-2,-2,-2,0.57980456,0.496717724,1,-2,-2,0.723913043,0.634361233,0.670487106,0.662100457,0.666666667,0.645374449,0.6492891,0.848484848,0.641255605,0.731868132,0.756446991,0.662468514,-2,0.702643172,0.683035714,-2,0.721348315,0.702173913,-2,0.683982684,0.68627451,0.694323144,-2,-2,-2,-2,0.689655172,-2,-2,-2,-2,-2,-2
AND,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
PRT,0.561674009,0.567032967,0.579365079,0.383561644,0.49702381,0.535433071,0.504545455,0.488778055,0.470588235,-2,0.742424242,-2,-2,-2,-2,0.525842697,-2,0.508274232,0.502475248,0.5,0.483627204,0.496598639,0.516372796,0.5,0.493243243,0.449411765,-2,0.474452555,0.469798658,0.557303371,0.509915014,0.527851459,0.449771689,0.495535714,0.502293578,0.597345133,0.538631347,0.533916849,0.536263736,0.547297297,0.526785714,-2,-2,-2,0.594594595,-2,-2,0.508403361,0.371428571,0.553610503,0.365638767,-2,-2,0.562363239,-2,0.54308094,0.367491166,-2,-2,-2,0.465934066,-2,-2,0.609375,0.497747748,0.375,-2,0.428893905,0.368421053,-2,-2,-2,0.369469027,0.362186788,-2,-2,-2,0.565789474,0.549234136,0.549234136,0.531728665,0.51536643,0.625,0.7,0.821428571,0.461333333,0.542600897,0.438356164,0.466970387,0.479418886,0.450116009,0.479809976,0.533333333,0.434466019,0.516129032,0.519138756,0.466836735,0.519274376,0.476958525,0.476297968,0.461187215,0.468390805,0.471232877,0.475949367,0.431372549,0.519323671,0.454751131,0.483370288,0.42760181,0.440092166,0.527522936,0.471604938,-2,0.48758465,-2,-2,0.8,0.442437923,-2,0.494350282,0.790794979,-2,0.559139785,0.490196078,0.515432099,0.493303571,0.777777778,0.559259259,-2,0.46300716,0.421978022,0.503355705,0.446469248,0.43908046,-2,0.523281596,0.551339286,0.423558897,0.481395349,0.436018957,0.484029484,0.5,0.472684086,0.417789757,0.435828877,0.453089245,0.483796296,0.490338164,0.501347709,0.477453581,0.458612975,-2,-2,-2,-2,-2,0.387205387,0.368070953,0.875,-2,-2,0.542857143,0.452115813,0.519662921,0.483796296,0.792857143,0.478841871,0.488038278,0.421875,0.501133787,0.545657016,0.543859649,0.560913706,-2,0.489977728,0.51011236,-2,0.538975501,0.476923077,-2,0.592511013,0.773584906,0.573951435,-2,-2,-2,-2,0.536193029,-2,-2,-2,-2,-2,-2
DEU,0.673640167,0.786610879,0.496,0.317596567,0.557291667,0.521276596,0.423423423,0.417840376,0.529411765,-2,0.462121212,-2,-2,-2,-2,0.459915612,-2,0.519230769,0.567164179,0.556074766,0.615384615,0.547826087,0.48019802,0.554545455,0.49137931,0.425233645,-2,0.476851852,0.415254237,0.443965517,0.527093596,0.564102564,0.513636364,0.370689655,0.633928571,0.860759494,0.810126582,0.870292887,0.94092827,0.92139738,0.714893617,-2,-2,-2,0.540425532,-2,0.508403361,-2,0.331932773,0.715481172,0.331932773,-2,-2,0.891213389,-2,0.405,0.260869565,-2,-2,-2,0.390756303,-2,-2,0.581896552,0.424892704,0.326359833,-2,0.369565217,0.326359833,-2,-2,-2,0.330543933,0.337662338,-2,-2,-2,0.613445378,0.661087866,0.723849372,0.832635983,0.632034632,0,0,0.455357143,0.422110553,0.419117647,0.390350877,0.4,0.401869159,0.443438914,0.422907489,0.5,0.364035088,0.431924883,0.476635514,0.408450704,0.440528634,0.412556054,0.402542373,0.407239819,0.427745665,0.50877193,0.369668246,0.429223744,0.429864253,0.379310345,0.440677966,0.399141631,0.422018349,0.446351931,0.427927928,-2,0.412280702,-2,-2,0.4,0.376623377,-2,0.556097561,0.588235294,-2,0.462264151,0.423963134,0.488235294,0.417021277,0.388888889,0.362416107,-2,0.461187215,0.378151261,0.422413793,0.414414414,0.417021277,-2,0.448717949,0.510638298,0.381165919,0.424107143,0.420353982,0.41509434,0.418181818,0.621495327,0.37755102,0.435483871,0.414847162,0.400843882,0.416309013,0.401709402,0.441558442,0.401709402,-2,-2,-2,-2,-2,0.311111111,0.333333333,-2,-2,-2,0.673640167,0.353191489,0.404651163,0.433476395,0.357142857,0.412765957,0.427312775,0.125,0.493449782,0.453389831,0.494117647,0.479069767,-2,0.428571429,0.450643777,-2,0.446808511,0.415966387,-2,0.623430962,0.396226415,0.584033613,-2,-2,-2,-2,0.440191388,-2,-2,-2,-2,-2,-2
