1971,USA,CAN,BHS,CUB,HTI,DOM,JAM,TTO,BRB,DMA,GRD,LCA,VCT,ATG,KNA,MEX,BLZ,GTM,HND,SLV,NIC,CRI,PAN,COL,VEN,GUY,SUR,ECU,PER,BRA,BOL,PRY,CHL,ARG,URY,GBR,IRL,NLD,BEL,LUX,FRA,MCO,LIE,CHE,ESP,AND,PRT,DEU,POL,AUT,HUN,CZE,SVK,ITA,SMR,MLT,ALB,MNE,MKD,HRV,SRB,BIH,SVN,GRC,CYP,BGR,MDA,ROU,RUS,EST,LVA,LTU,UKR,BLR,ARM,GEO,AZE,FIN,SWE,NOR,DNK,ISL,CPV,STP,GNB,GNQ,GMB,MLI,SEN,BEN,MRT,NER,CIV,GIN,BFA,LBR,SLE,GHA,TGO,CMR,NGA,GAB,CAF,TCD,COG,COD,UGA,KEN,TZA,BDI,RWA,SOM,DJI,ETH,ERI,AGO,MOZ,ZMB,ZWE,MWI,ZAF,NAM,LSO,BWA,SWZ,MDG,COM,MUS,SYC,MAR,DZA,TUN,LBY,SDN,SSD,IRN,TUR,IRQ,EGY,SYR,LBN,JOR,ISR,SAU,YEM,KWT,BHR,QAT,ARE,OMN,AFG,TKM,TJK,KGZ,UZB,KAZ,CHN,MNG,TWN,PRK,KOR,JPN,IND,BTN,PAK,BGD,MMR,LKA,MDV,NPL,THA,KHM,LAO,VNM,MYS,SGP,BRN,PHL,IDN,TLS,AUS,PNG,NZL,VUT,SLB,KIR,TUV,FJI,TON,NRU,MHL,PLW,FSM,WSM
ARE,0.316062176,0.510309278,0.620967742,0.716216216,0.71884984,0.697819315,0.841397849,0.882022472,0.685131195,-2,0.776923077,-2,-2,-2,-2,0.82642487,-2,0.713872832,0.6884273,0.673076923,0.607038123,0.656914894,0.798816568,0.725761773,0.764550265,0.866666667,-2,0.780346821,0.846354167,0.669291339,0.647975078,0.621451104,0.764227642,0.750656168,0.639037433,0.391644909,0.575520833,0.494845361,0.453367876,0.472148541,0.378947368,-2,-2,-2,0.671957672,-2,0.501347709,0.401709402,0.694300518,0.610824742,0.685714286,-2,-2,0.476804124,-2,0.845238095,0.769547325,-2,-2,-2,0.862337662,-2,-2,0.701058201,0.890052356,0.687338501,-2,0.812169312,0.687338501,-2,-2,-2,0.686684073,0.703504043,-2,-2,-2,0.666666667,0.618556701,0.592783505,0.520618557,0.676470588,0.75,0.8,0.872727273,0.89375,0.819148936,0.868983957,0.867021277,0.8,0.875338753,0.867208672,0.795811518,0.856321839,0.838440111,0.8,0.841040462,0.825737265,0.85483871,0.877984085,0.891891892,0.774410774,0.725165563,0.851190476,0.859195402,0.838356164,0.868073879,0.85974026,0.868421053,0.878378378,0.849604222,0.904624277,-2,0.862068966,-2,-2,0.873015873,0.85978836,-2,0.504702194,0.320652174,-2,0.806547619,0.84423676,0.795847751,0.836842105,0.828571429,0.853658537,-2,0.874651811,0.859007833,0.907894737,0.891891892,0.905511811,-2,0.859007833,0.798429319,0.897727273,0.917808219,0.908602151,0.899721448,0.881355932,0.46961326,0.870662461,0.928571429,0.932249322,0.946524064,0.920679887,-2,0.910614525,0.882506527,-2,-2,-2,-2,-2,0.786764706,0.686684073,-2,-2,-2,0.590206186,0.843342037,0.833333333,0.871052632,0.890510949,0.832460733,0.881401617,0.838235294,0.787634409,0.80104712,0.809364548,0.814814815,-2,0.854545455,0.800531915,-2,0.830188679,0.849740933,-2,0.636363636,0.862745098,0.635658915,-2,-2,-2,-2,0.734328358,-2,-2,-2,-2,-2,-2
OMN,0.323076923,0.501272265,0.694214876,0.728,0.757575758,0.714285714,0.80952381,0.851744186,0.71388102,-2,0.8359375,-2,-2,-2,-2,0.823529412,-2,0.737891738,0.736231884,0.690340909,0.62716763,0.680738786,0.800578035,0.741046832,0.763020833,0.846575342,-2,0.769230769,0.829457364,0.669250646,0.666666667,0.641975309,0.799465241,0.725388601,0.668435013,0.37628866,0.580976864,0.491094148,0.432225064,0.447643979,0.363636364,-2,-2,-2,0.67539267,-2,0.477453581,0.441558442,0.693094629,0.597964377,0.687179487,-2,-2,0.442748092,-2,0.836734694,0.795180723,-2,-2,-2,0.869230769,-2,-2,0.697916667,0.872727273,0.683673469,-2,0.812010444,0.68622449,-2,-2,-2,0.68556701,0.701333333,-2,-2,-2,0.641221374,0.595419847,0.58778626,0.536895674,0.664021164,0.75,0.8,0.839622642,0.875776398,0.805128205,0.859416446,0.864229765,0.799435028,0.874666667,0.863636364,0.807792208,0.846590909,0.812680115,0.78746594,0.831884058,0.82010582,0.838624339,0.872727273,0.866666667,0.767213115,0.73015873,0.847507331,0.866096866,0.847411444,0.853403141,0.83887468,0.885117493,0.860962567,0.847368421,0.914285714,-2,0.85078534,-2,-2,0.822580645,0.859007833,-2,0.511182109,0.297142857,-2,0.814814815,0.82674772,0.773519164,0.819843342,0.878787879,0.878661088,-2,0.895027624,0.845758355,0.901298701,0.89893617,0.909326425,-2,0.865979381,0.829015544,0.885245902,0.91280654,0.895721925,0.886740331,0.897506925,0.502747253,0.896551724,0.908256881,0.922459893,0.896373057,0.924369748,0.910614525,-2,0.87628866,-2,-2,-2,-2,-2,0.804270463,0.68974359,-2,-2,-2,0.598465473,0.82642487,0.800653595,0.874015748,0.835820896,0.826873385,0.900269542,0.852459016,0.781578947,0.822164948,0.84137931,0.787172012,-2,0.878865979,0.809399478,-2,0.845744681,0.874680307,-2,0.630769231,0.862745098,0.619537275,-2,-2,-2,-2,0.751533742,-2,-2,-2,-2,-2,-2
AFG,0.348484848,0.488172043,0.64516129,0.713004484,0.705714286,0.648717949,0.787946429,0.834549878,0.6675,-2,0.792307692,-2,-2,-2,-2,0.799116998,-2,0.694312796,0.679518072,0.649758454,0.597530864,0.651785714,0.760391198,0.690866511,0.725663717,0.861431871,-2,0.765550239,0.81978022,0.644591611,0.621546961,0.619170984,0.773542601,0.701754386,0.632882883,0.40087146,0.557483731,0.48172043,0.451403888,0.467849224,0.376367615,-2,-2,-2,0.64380531,-2,0.458612975,0.401709402,0.678185745,0.604301075,0.670995671,-2,-2,0.47311828,-2,0.809160305,0.79109589,-2,-2,-2,0.863636364,-2,-2,0.692307692,0.845474614,0.676724138,-2,0.800443459,0.672413793,-2,-2,-2,0.67173913,0.682326622,-2,-2,-2,0.660907127,0.623655914,0.584946237,0.541935484,0.659722222,0.75,0.8,0.9,0.885117493,0.785714286,0.86636971,0.845982143,0.771428571,0.861678005,0.85046729,0.754385965,0.852731591,0.801452785,0.762237762,0.846153846,0.8,0.83972912,0.877232143,0.860674157,0.733146067,0.714285714,0.84079602,0.869565217,0.797169811,0.865044248,0.843478261,0.853982301,0.856179775,0.835955056,0.896634615,-2,0.843612335,-2,-2,0.825396825,0.858093126,-2,0.493150685,0.337552743,-2,0.753968254,0.812154696,0.75,0.810572687,0.882352941,0.841911765,-2,0.848837209,0.856521739,0.854945055,0.858744395,0.891891892,-2,0.838779956,0.794310722,0.87960688,0.887614679,0.89044289,0.860911271,0.860465116,0.50462963,0.810026385,0.898701299,0.894382022,0.875283447,0.873809524,0.882506527,0.87628866,-2,-2,-2,-2,-2,-2,0.811688312,0.677559913,0.333333333,-2,-2,0.598272138,0.842450766,0.857954545,0.865909091,0.868613139,0.84463895,0.886792453,0.823529412,0.810267857,0.782894737,0.776504298,0.765,-2,0.854030501,0.804878049,-2,0.791946309,0.846652268,-2,0.584415584,0.882352941,0.590021692,-2,-2,-2,-2,0.716883117,-2,-2,-2,-2,-2,-2
TKM,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
TJK,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
KGZ,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
UZB,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
KAZ,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
CHN,0.22829582,0.371794872,0.613861386,0.765100671,0.656521739,0.545816733,0.728476821,0.769503546,0.611510791,-2,0.680412371,-2,-2,-2,-2,0.720930233,-2,0.583333333,0.610294118,0.567857143,0.496240602,0.558139535,0.706959707,0.618881119,0.641447368,0.806122449,-2,0.698181818,0.755700326,0.588235294,0.522088353,0.51417004,0.701694915,0.651465798,0.536912752,0.25974026,0.444805195,0.352564103,0.316129032,0.339933993,0.338815789,-2,-2,-2,0.57980456,-2,0.387205387,0.311111111,0.706451613,0.451923077,0.699029126,-2,-2,0.365384615,-2,0.729323308,0.984732824,-2,-2,-2,0.836012862,-2,-2,0.592105263,0.798679868,0.707395498,-2,0.851485149,0.704180064,-2,-2,-2,0.703583062,0.714285714,-2,-2,-2,0.512903226,0.506410256,0.455128205,0.419871795,0.585616438,1,1,0.858974359,0.862068966,0.776315789,0.852842809,0.820261438,0.754448399,0.839041096,0.812286689,0.696078431,0.858156028,0.770909091,0.701388889,0.800724638,0.747508306,0.809364548,0.831125828,0.802675585,0.756972112,0.663967611,0.792114695,0.83745583,0.752650177,0.819078947,0.783870968,0.853896104,0.827118644,0.764119601,0.846975089,-2,0.785478548,-2,-2,0.844444444,0.843137255,-2,0.378600823,0.201342282,-2,0.690196078,0.767790262,0.671361502,0.786184211,0.925925926,0.822335025,-2,0.820689655,0.87012987,0.828382838,0.842809365,0.855737705,-2,0.766233766,0.713355049,0.866894198,0.825938567,0.859060403,0.804270463,0.797202797,0.35335689,0.798479087,0.843373494,0.833887043,0.801302932,0.806122449,0.786764706,0.804270463,0.811688312,-2,-2,-2,-2,-2,-2,0.704545455,-2,-2,-2,0.498392283,0.816393443,0.749003984,0.82,0.772277228,0.768729642,0.795774648,0.690909091,0.687707641,0.691558442,0.724576271,0.625482625,-2,0.792207792,0.697674419,-2,0.745762712,0.809677419,-2,0.532051282,0.685714286,0.519354839,-2,-2,-2,-2,0.65,-2,-2,-2,-2,-2,-2
MNG,0.315450644,0.374732334,0.536,0.844789357,0.504297994,0.454314721,0.595132743,0.628915663,0.509950249,-2,0.603053435,-2,-2,-2,-2,0.57860262,-2,0.505854801,0.479518072,0.463768116,0.389705882,0.442477876,0.548780488,0.498839907,0.542669584,0.688073394,-2,0.604265403,0.649237473,0.467248908,0.423497268,0.403100775,0.6,0.523913043,0.4375,0.351409978,0.425806452,0.390191898,0.376873662,0.396929825,0.363043478,-2,-2,-2,0.496717724,-2,0.368070953,0.333333333,0.985074627,0.456289979,0.989270386,-2,-2,0.392324094,-2,0.624685139,0.760273973,-2,-2,-2,0.697424893,-2,-2,0.583877996,0.657894737,0.987206823,-2,0.778993435,0.991471215,-2,-2,-2,0.993548387,0.993362832,-2,-2,-2,0.509635974,0.44989339,0.456289979,0.413646055,0.494252874,1,1,0.756756757,0.740932642,0.656779661,0.711111111,0.663716814,0.653301887,0.69751693,0.639534884,0.576086957,0.740566038,0.631325301,0.58372093,0.658415842,0.587196468,0.644295302,0.673289183,0.677060134,0.577777778,0.577836412,0.665024631,0.710526316,0.596244131,0.66004415,0.623376623,0.691629956,0.680898876,0.639821029,0.705741627,-2,0.63956044,-2,-2,0.796875,0.690789474,-2,0.309782609,0.292887029,-2,0.588541667,0.659340659,0.531531532,0.648471616,0.771428571,0.660516605,-2,0.646511628,0.709677419,0.652173913,0.697104677,0.703125,-2,0.615550756,0.62826087,0.75794621,0.684807256,0.723897912,0.637440758,0.648275862,0.356481481,0.671018277,0.706493506,0.712694878,0.682432432,0.645390071,0.686684073,0.68974359,0.677559913,-2,-2,-2,-2,-2,0.704545455,-2,0.333333333,-2,-2,0.453961456,0.67462039,0.636871508,0.676404494,0.633093525,0.629067245,0.682983683,0.656716418,0.611479029,0.593073593,0.61299435,0.542079208,-2,0.647186147,0.589010989,-2,0.607064018,0.638115632,-2,0.448497854,0.480769231,0.447311828,-2,-2,-2,-2,0.554404145,-2,-2,-2,-2,-2,-2
TWN,1,0.444444444,-2,0.222222222,1,1,0.888888889,0.5,0.777777778,-2,-2,-2,-2,-2,-2,0.875,-2,1,1,1,1,1,1,1,0.888888889,0.444444444,-2,0.555555556,0.375,1,1,1,0.333333333,0.777777778,1,0.375,0.666666667,0.777777778,0.777777778,1,0.444444444,-2,-2,-2,1,-2,0.875,-2,0.333333333,0.333333333,0.333333333,-2,-2,0.777777778,-2,0.555555556,0.333333333,-2,-2,-2,0.333333333,-2,-2,1,0.444444444,0.333333333,-2,0.333333333,0.333333333,-2,-2,-2,0.333333333,0.333333333,-2,-2,-2,0.333333333,0.333333333,0.444444444,0.444444444,0.444444444,-2,-2,-2,0.25,1,0.333333333,0.333333333,1,0.333333333,0.888888889,1,0.333333333,1,1,0.333333333,0.888888889,0.5,0.333333333,0.5,1,1,1,0.25,1,0.444444444,0.5,0.333333333,0.333333333,0.625,0.333333333,-2,0.333333333,-2,-2,-2,0.375,-2,1,1,-2,1,0.625,1,1,-2,0.888888889,-2,0.555555556,0.333333333,0.666666667,0.333333333,0.375,-2,0.333333333,0.555555556,0.333333333,0.375,0.375,0.888888889,1,0.6,0.888888889,0.375,0.333333333,0.75,0.333333333,-2,-2,0.333333333,-2,-2,-2,-2,-2,-2,0.333333333,-2,-2,-2,1,0.333333333,0.428571429,0.25,-2,0.333333333,0.333333333,-2,0.333333333,1,1,0.5,-2,0.444444444,0.375,-2,1,0.666666667,-2,1,-2,1,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2
PRK,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
KOR,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
JPN,0.529787234,0.704883227,0.619047619,0.440528634,0.640226629,0.664141414,0.650549451,0.636363636,0.612345679,-2,0.643939394,-2,-2,-2,-2,0.670281996,-2,0.662004662,0.684210526,0.656324582,0.623786408,0.631578947,0.680387409,0.714942529,0.684782609,0.603174603,-2,0.621176471,0.60475162,0.665943601,0.684782609,0.712820513,0.613686534,0.63362069,0.689578714,0.556989247,0.784648188,0.739957717,0.728237792,0.745098039,0.534482759,-2,-2,-2,0.723913043,-2,0.542857143,0.673640167,0.450106157,0.773784355,0.444680851,-2,-2,0.763213531,-2,0.64321608,0.457627119,-2,-2,-2,0.572340426,-2,-2,0.699784017,0.640522876,0.447033898,-2,0.505446623,0.449152542,-2,-2,-2,0.450854701,0.452747253,-2,-2,-2,0.734607219,0.735729387,0.742071882,0.748414376,0.684931507,0.25,0.4,0.571428571,0.57840617,0.652542373,0.555066079,0.579295154,0.615925059,0.596412556,0.6359447,0.670258621,0.56206089,0.638095238,0.640552995,0.617647059,0.641137856,0.617777778,0.605263158,0.60619469,0.620498615,0.618421053,0.625,0.574821853,0.648018648,0.582056893,0.650214592,0.58643326,0.583518931,0.643015521,0.60807601,-2,0.638344227,-2,-2,0.646153846,0.596069869,-2,0.60916442,0.549586777,-2,0.658031088,0.588555858,0.67761194,0.609071274,0.722222222,0.603636364,-2,0.618937644,0.540598291,0.624190065,0.589403974,0.591111111,-2,0.665952891,0.693965517,0.545012165,0.587837838,0.569124424,0.616113744,0.631578947,0.584862385,0.590673575,0.577319588,0.589403974,0.589285714,0.617370892,0.590206186,0.598465473,0.598272138,-2,-2,-2,-2,-2,0.498392283,0.453961456,1,-2,-2,-2,0.551502146,0.622222222,0.591517857,0.585714286,0.595698925,0.590277778,0.661764706,0.673245614,0.706896552,0.725490196,0.674816626,-2,0.630107527,0.668122271,-2,0.69010989,0.639065817,-2,0.740425532,0.698113208,0.752665245,-2,-2,-2,-2,0.679487179,-2,-2,-2,-2,-2,-2
IND,0.323275862,0.470967742,0.572580645,0.747767857,0.676217765,0.636828645,0.783964365,0.832524272,0.6825,-2,0.7,-2,-2,-2,-2,0.784615385,-2,0.674528302,0.65942029,0.636803874,0.57985258,0.636363636,0.757352941,0.685314685,0.709251101,0.846330275,-2,0.773809524,0.81441048,0.649122807,0.577348066,0.5703125,0.756152125,0.720524017,0.604494382,0.385620915,0.542116631,0.460385439,0.421505376,0.443708609,0.397379913,-2,-2,-2,0.634361233,-2,0.452115813,0.353191489,0.68172043,0.576017131,0.674568966,-2,-2,0.443254818,-2,0.781170483,0.813148789,-2,-2,-2,0.892241379,-2,-2,0.663755459,0.836644592,0.67167382,-2,0.796909492,0.673819742,-2,-2,-2,0.673160173,0.68596882,-2,-2,-2,0.647311828,0.608137045,0.582441113,0.524625268,0.650462963,0.75,0.8,0.763636364,0.877922078,0.751072961,0.854910714,0.823660714,0.744680851,0.859090909,0.829439252,0.734204793,0.853427896,0.770531401,0.731308411,0.839506173,0.804878049,0.831081081,0.842222222,0.85426009,0.753501401,0.689839572,0.829207921,0.862650602,0.761792453,0.840707965,0.826086957,0.873614191,0.83972912,0.795505618,0.867788462,-2,0.825607064,-2,-2,0.876923077,0.85840708,-2,0.450819672,0.313807531,-2,0.704188482,0.760330579,0.73030303,0.798245614,0.861111111,0.841911765,-2,0.825174825,0.844155844,0.838074398,0.841517857,0.873873874,-2,0.815618221,0.746724891,0.842364532,0.861047836,0.850815851,0.84375,0.814385151,0.480278422,0.816753927,0.856396867,0.859688196,0.830316742,0.835714286,0.843342037,0.82642487,0.842450766,-2,-2,-2,-2,-2,0.816393443,0.67462039,0.333333333,-2,-2,0.551502146,-2,0.847887324,0.83972912,0.833333333,0.82788671,0.859813084,0.805970149,0.76940133,0.748908297,0.767045455,0.744416873,-2,0.843137255,0.763274336,-2,0.781737194,0.845493562,-2,0.592672414,0.830188679,0.600431965,-2,-2,-2,-2,0.713541667,-2,-2,-2,-2,-2,-2
BTN,0.340782123,0.527932961,0.63963964,0.687861272,0.734265734,0.702702703,0.846153846,0.854545455,0.712460064,-2,0.688,-2,-2,-2,-2,0.857541899,-2,0.714714715,0.711538462,0.695783133,0.631746032,0.710227273,0.819047619,0.773413897,0.771428571,0.857142857,-2,0.820189274,0.827683616,0.732954545,0.666666667,0.691275168,0.74351585,0.806818182,0.682997118,0.402816901,0.58988764,0.483333333,0.463687151,0.477272727,0.416430595,-2,-2,-2,0.670487106,-2,0.519662921,0.404651163,0.635097493,0.636111111,0.630252101,-2,-2,0.494444444,-2,0.838709677,0.733333333,-2,-2,-2,0.866295265,-2,-2,0.683615819,0.866855524,0.629526462,-2,0.757142857,0.635097493,-2,-2,-2,0.636619718,0.64619883,-2,-2,-2,0.679665738,0.638888889,0.627777778,0.563888889,0.715099715,0.625,0.7,0.798076923,0.818791946,0.759259259,0.825714286,0.830945559,0.791925466,0.820058997,0.834337349,0.80952381,0.828746177,0.844984802,0.775449102,0.853503185,0.859598854,0.846376812,0.848571429,0.861271676,0.777385159,0.738351254,0.821316614,0.823708207,0.831360947,0.863247863,0.868347339,0.830028329,0.857142857,0.847701149,0.835962145,-2,0.870689655,-2,-2,0.857142857,0.863247863,-2,0.575971731,0.366492147,-2,0.823899371,0.823943662,0.812030075,0.81741573,0.852941176,0.850622407,-2,0.815151515,0.820728291,0.831428571,0.833333333,0.847262248,-2,0.814606742,0.766197183,0.834375,0.837758112,0.829850746,0.841791045,0.819277108,0.493902439,0.765306122,0.832764505,0.847953216,0.812316716,0.808259587,0.833333333,0.800653595,0.857954545,-2,-2,-2,-2,-2,0.749003984,0.636871508,0.428571429,-2,-2,0.622222222,0.847887324,-2,0.822857143,0.8515625,0.867231638,0.849275362,0.868852459,0.890489914,0.820224719,0.832752613,0.836363636,-2,0.848739496,0.866096866,-2,0.836619718,0.818435754,-2,0.672268908,0.846153846,0.671309192,-2,-2,-2,-2,0.769968051,-2,-2,-2,-2,-2,-2
